id,adoption_evolution_0,adoption_evolution_1,adoption_evolution_2,adoption_evolution_3,adoption_evolution_4,adoption_evolution_5,adoption_evolution_6,adoption_evolution_7,adoption_evolution_8,adoption_evolution_9,adoption_evolution_10,adoption_evolution_11,adoption_evolution_12,adoption_evolution_13,adoption_evolution_14,adoption_evolution_15,adoption_evolution_16,adoption_evolution_17,adoption_evolution_18,adoption_evolution_19
59,0.0,0.0,0.04,0.04,0.03,0.020000000000000004,0.01999999999999999,0.020000000000000018,0.01999999999999999,0.0,0.01999999999999999,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.01999999999999999,0.020000000000000018
60,0.0,0.0,0.03,0.11000000000000001,0.06,0.0,0.0,0.009999999999999981,0.010000000000000009,0.0,0.010000000000000009,0.0,0.009999999999999981,0.010000000000000009,0.0,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009,0.0
61,0.0,0.0,0.05,0.020000000000000004,0.03,0.07,0.03,0.04999999999999999,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.019999999999999962,0.0,0.020000000000000018,0.010000000000000009,0.0,0.0,0.010000000000000009
62,0.0,0.01,0.049999999999999996,0.03,0.010000000000000009,0.01999999999999999,0.020000000000000018,0.0,0.01999999999999999,0.0,0.03,0.0,0.0,0.010000000000000009,0.0,0.0,0.009999999999999981,0.010000000000000009,0.010000000000000009,0.009999999999999981
63,0.0,0.0,0.08,0.06000000000000001,0.03999999999999998,0.020000000000000018,0.0,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.009999999999999981
64,0.0,0.0,0.06,0.020000000000000004,0.039999999999999994,0.020000000000000018,0.01999999999999999,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.0,0.01999999999999999,0.0,0.010000000000000009
65,0.0,0.0,0.04,0.04,0.06000000000000001,0.009999999999999981,0.020000000000000018,0.01999999999999999,0.0,0.010000000000000009,0.01999999999999999,0.0,0.03,0.010000000000000009,0.010000000000000009,0.019999999999999962,0.010000000000000009,0.030000000000000027,0.010000000000000009,0.009999999999999953
66,0.0,0.0,0.04,0.07,0.039999999999999994,0.03,0.010000000000000009,0.010000000000000009,0.009999999999999981,0.010000000000000009,0.010000000000000009,0.0,0.0,0.01999999999999999,0.0,0.020000000000000018,0.0,0.0,0.010000000000000009,0.0
67,0.0,0.0,0.14,0.09,0.05000000000000002,0.02999999999999997,0.010000000000000009,0.020000000000000018,0.02999999999999997,0.0,0.020000000000000018,0.0,0.010000000000000009,0.0,0.009999999999999953,0.010000000000000009,0.0,0.0,0.0,0.0
68,0.0,0.0,0.04,0.09,0.07999999999999999,0.05000000000000002,0.07,0.019999999999999962,0.06,0.0,0.020000000000000018,0.020000000000000018,0.0,0.02999999999999997,0.010000000000000009,0.010000000000000009,0.020000000000000018,0.020000000000000018,0.010000000000000009,0.010000000000000009
69,0.0,0.01,0.04,0.020000000000000004,0.009999999999999995,0.0,0.009999999999999995,0.020000000000000004,0.030000000000000013,0.009999999999999981,0.010000000000000009,0.010000000000000009,0.009999999999999981,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.009999999999999981,0.03
70,0.0,0.01,0.13999999999999999,0.06,0.09,0.020000000000000018,0.03999999999999998,0.030000000000000027,0.0,0.019999999999999962,0.0,0.020000000000000018,0.010000000000000009,0.020000000000000018,0.009999999999999953,0.010000000000000009,0.020000000000000018,0.0,0.0,0.010000000000000009
71,0.0,0.0,0.05,0.06999999999999999,0.03,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.009999999999999981,0.020000000000000018,0.01999999999999999,0.0,0.010000000000000009,0.0,0.0,0.0,0.0
72,0.0,0.01,0.1,0.08,0.06,0.030000000000000027,0.009999999999999953,0.0,0.010000000000000009,0.020000000000000018,0.0,0.010000000000000009,0.0,0.010000000000000009,0.019999999999999962,0.0,0.0,0.010000000000000009,0.0,0.0
73,0.0,0.03,0.020000000000000004,0.020000000000000004,0.01999999999999999,0.06,0.010000000000000009,0.010000000000000009,0.0,0.009999999999999981,0.020000000000000018,0.009999999999999981,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0
74,0.0,0.02,0.05,0.06,0.07,0.01999999999999999,0.03,0.010000000000000009,0.010000000000000009,0.019999999999999962,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009
75,0.0,0.0,0.05,0.06999999999999999,0.07,0.03,0.04000000000000001,0.0,0.020000000000000018,0.0,0.009999999999999953,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.010000000000000009,0.0,0.0
76,0.0,0.02,0.13,0.09,0.010000000000000009,0.020000000000000018,0.0,0.0,0.02999999999999997,0.010000000000000009,0.030000000000000027,0.019999999999999962,0.030000000000000027,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.009999999999999953
77,0.0,0.0,0.02,0.06,0.020000000000000004,0.01999999999999999,0.0,0.03,0.010000000000000009,0.01999999999999999,0.010000000000000009,0.010000000000000009,0.0,0.0,0.009999999999999981,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.04,0.07,0.039999999999999994,0.010000000000000009,0.010000000000000009,0.01999999999999999,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.010000000000000009
79,0.0,0.0,0.08,0.03,0.05,0.010000000000000009,0.009999999999999981,0.010000000000000009,0.0,0.0,0.03,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.01999999999999999,0.020000000000000018,0.0
80,0.0,0.0,0.03,0.06,0.020000000000000004,0.009999999999999995,0.010000000000000009,0.03,0.01999999999999999,0.0,0.020000000000000018,0.03,0.0,0.0,0.01999999999999999,0.0,0.010000000000000009,0.0,0.0,0.0
81,0.0,0.03,0.11000000000000001,0.06,0.009999999999999981,0.0,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.09,0.11000000000000001,0.07,0.03999999999999998,0.010000000000000009,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.02999999999999997,0.010000000000000009,0.010000000000000009,0.02999999999999997,0.020000000000000018,0.0,0.0,0.0
83,0.0,0.01,0.11,0.13,0.13,0.07,0.03999999999999998,0.030000000000000027,0.040000000000000036,0.0,0.009999999999999898,0.0,0.020000000000000018,0.050000000000000044,0.030000000000000027,0.010000000000000009,0.009999999999999898,0.010000000000000009,0.0,0.010000000000000009
